feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bifidobacterium	VE303	VE303	1.25302774369242	0.240445604859545	202	202	6.11986890633758e-07	1.90795912962289e-05
Anaerostipes	VE303	VE303	0.857328079100909	0.187700244898833	202	202	9.51788833291182e-06	0.000274612948409692
Morganella	VE303	VE303	-0.738324793784984	0.160877706958901	202	202	9.8446151316682e-06	0.000274612948409692
Enterobacter	VE303	VE303	-0.829076870359971	0.182411943402415	202	202	1.19322599258896e-05	0.000316204888036075
Ruminococcus	Abx.group_joined	Vanco_Metro	-2.5986799630241	0.56701261111617	202	202	1.85616966711361e-05	0.000468461868366768
Erysipelatoclostridium	Abx.group_joined	Vanco_Metro	-3.00192331207579	0.655688318457957	202	202	1.98419826473683e-05	0.000478011400141145
Alistipes	Abx.group_joined	Vanco_Metro	-2.59932279859935	0.572756190839016	202	202	2.31723355527883e-05	0.000533971210564252
Lachnoclostridium	rec.TRT.combined	Placebo Good	3.95100789679241	0.900659555230972	202	202	3.25927128706408e-05	0.000719755742559984
Pseudoflavonifractor	VE303	VE303	0.437727535681571	0.102637053255041	202	202	3.52879260009523e-05	0.000748104031220188
Clostridium	Abx.group_joined	Vanco_Metro	-2.30531589871994	0.531564464250539	202	202	4.72297334519239e-05	0.000962759951135371
Citrobacter	VE303	VE303	-0.914578100114534	0.219243168943672	202	202	5.30248425753371e-05	0.00104085802092328
Anaerotignum	VE303	VE303	0.37772351272741	0.0919721930840459	202	202	6.77138750296612e-05	0.0012817269202043
Lactococcus	VE303	VE303	-0.490307655458124	0.119843006886033	202	202	7.01653352070004e-05	0.00128233198826587
Blautia	Abx.group_joined	Vanco_Metro	-2.86354659134348	0.681541053059773	202	202	7.81643217224546e-05	0.0013809030170967
Eubacterium	VE303	VE303	0.779471741689151	0.199027016399428	202	202	0.000133651990665836	0.00228501790493203
Anaeromassilibacillus	VE303	VE303	0.360611866145181	0.0936016937885114	202	202	0.000172247553542138	0.00285285010554166
Eggerthella	VE303	VE303	0.453994833839224	0.123546281168307	202	202	0.000326191370469154	0.00508474783378388
Roseburia	VE303	VE303	0.729302152826008	0.197896111957817	202	202	0.000316878174160611	0.00508474783378388
Actinomyces	VE303	VE303	-0.416283036943433	0.115085248506105	202	202	0.000414903426371354	0.00628282331362337
Dorea	Abx.group_joined	Vanco_Metro	-1.53761722170102	0.424084179603464	202	202	0.000547284238836448	0.00805724018286993
Ruminococcus	VE303	VE303	0.764113834679714	0.219527516995392	202	202	0.000639938790232456	0.00916669077900545
Blautia	rec.TRT.combined	Placebo Good	3.62131272851966	1.02451420618374	202	202	0.000660750573789451	0.00921573168706339
Coprococcus	Abx.group_joined	Vanco_Metro	-1.26378422039669	0.360852101426471	202	202	0.000792309710311851	0.0107672858068021
Megasphaera	VE303	VE303	-0.529270724551244	0.156145443947804	202	202	0.000917700176957537	0.0121595273446874
Haemophilus	VE303	VE303	0.424414583307701	0.128052873249904	202	202	0.00115021175885252	0.0148685910290691
Enterococcus	rec.TRT.combined	Placebo Good	3.25649221555678	1.00149485239151	202	202	0.00165594563935351	0.0208964568775562
Negativibacillus	VE303	VE303	0.234252968464221	0.0741149159896707	202	202	0.00186274093719631	0.0229593650398615
Merdimonas	VE303	VE303	0.190229391035028	0.0612022703622258	202	202	0.00228556286135419	0.0263546748576291
Rothia	VE303	VE303	-0.263341606825155	0.0846760988774764	202	202	0.00228738687443574	0.0263546748576291
Veillonella	Abx.group_joined	Vanco_Metro	2.54229184498369	0.802052456477816	202	202	0.00227379616105777	0.0263546748576291
Veillonella	VE303	VE303	-0.562033050689863	0.183273317063869	202	202	0.0026046301463575	0.0293713612248824
Anaerostipes	rec.TRT.combined	Placebo Bad	2.34534036517159	0.760790219814978	202	202	0.00271683192130097	0.0299983524643648
Lactobacillus	Abx.group_joined	Vanco_Metro	2.53681202571622	0.827237174045592	202	202	0.00308563362755963	0.0333752208695226
Bacteroides	VE303	VE303	0.748398217068469	0.25076604576447	202	202	0.0033624917333045	0.0356424123730277
Lactobacillus	rec.TRT.combined	Placebo Good	-3.61814990882542	1.21052783963303	202	202	0.00370391228977971	0.0384916375212402
Blautia	rec.TRT.combined	Placebo Bad	3.26704992931775	1.11812379585833	202	202	0.00443961495739275	0.0452499216811184
Clostridioides	rec.TRT.combined	Placebo Good	2.75810909012316	0.952446760481348	202	202	0.00479386812946923	0.0479386812946923
Robinsoniella	rec.TRT.combined	Placebo Bad	1.16475174539678	0.410303053656902	202	202	0.00558618540819883	0.0548273753026922
Coprobacillus	Abx.group_joined	Vanco_Metro	-1.14326278712307	0.412145179724484	202	202	0.00707515964337876	0.0669613323391204
Turicibacter	VE303	VE303	0.235792581204208	0.086399759997384	202	202	0.00702550144456573	0.0669613323391204
Eisenbergiella	VE303	VE303	0.253667320651234	0.0932506859320193	202	202	0.00721443623326392	0.0670816000636821
Klebsiella	rec.TRT.combined	Placebo Good	-3.65094655965926	1.34015148645496	202	202	0.00791440175113973	0.0723212573811044
Bacteroides	Abx.group_joined	Vanco_Metro	-3.19915071530161	1.18853006771166	202	202	0.00886063882002562	0.0795955690612471
Kluyvera	rec.TRT.combined	Placebo Bad	-2.032485964713	0.762907022167526	202	202	0.0095683278111113	0.0845202289981498
Lachnoclostridium	rec.TRT.combined	Placebo Bad	2.55763943338476	0.982990502680938	202	202	0.0109110366555955	0.0948008102863218
Collinsella	Abx.group_joined	Vanco_Metro	-0.846577097311025	0.329320777461088	202	202	0.0121921249070523	0.104223003237705
Hafnia	VE303	VE303	-0.297067809138666	0.117460700104645	202	202	0.0124762003243032	0.104958510664773
Campylobacter	rec.TRT.combined	VE303 Dosed Good	-1.90561768414284	0.752669346790552	202	202	0.0134082025106001	0.109328420471047
Megasphaera	Abx.group_joined	Vanco_Metro	1.99374962027224	0.785205263730063	202	202	0.0133416409526116	0.109328420471047
Erysipelatoclostridium	rec.TRT.combined	Placebo Good	2.44145922961741	0.969046066553703	202	202	0.0136535745353639	0.109642340965801
Leuconostoc	VE303	VE303	-0.120249606303451	0.0488584873060011	202	202	0.0150172416863881	0.117709721169717
Pseudomonas	rec.TRT.combined	Placebo Good	0.392365635220038	0.158173532921311	202	202	0.0151023793198882	0.117709721169717
Anaeroglobus	VE303	VE303	0.209940759454275	0.0858555719590423	202	202	0.0156630752382645	0.11888933586845
Clostridium	rec.TRT.combined	Placebo Bad	2.16711377383317	0.882004750419905	202	202	0.0159266846163395	0.11888933586845
Ruminococcus	rec.TRT.combined	Placebo Good	2.09580412417459	0.853001611755953	202	202	0.0159245264469528	0.11888933586845
Butyricicoccus	Abx.group_joined	Vanco_Metro	-0.562903804694432	0.230598234769722	202	202	0.0171136754948613	0.124249972770911
Pediococcus	VE303	VE303	-0.299422714616495	0.123770384944092	202	202	0.0169063156870811	0.124249972770911
Actinomyces	rec.TRT.combined	Placebo Good	-1.65056522601099	0.688045932253462	202	202	0.0188402941646943	0.134937241990378
Intestinimonas	rec.TRT.combined	Placebo Good	0.710819146793872	0.299641407146078	202	202	0.0198243534896472	0.140092097993507
Mesosutterella	rec.TRT.combined	Placebo Bad	1.05409963675346	0.44490043545075	202	202	0.0204628572628915	0.14270150459648
Emergencia	rec.TRT.combined	Placebo Good	0.583730401156176	0.250678990954748	202	202	0.0220276901300417	0.151619165830157
Butyricicoccus	VE303	VE303	0.205011412756835	0.091258991247766	202	202	0.0259935289494377	0.175592811074139
Odoribacter	Abx.group_joined	Vanco_Metro	-0.714904778469292	0.314890330452617	202	202	0.0261732680657679	0.175592811074139
Prevotella	Abx.group_joined	Vanco_Metro	-1.94827414304621	0.866516901137789	202	202	0.0276238204870752	0.180748455038887
Provencibacterium	VE303	VE303	0.189153859852885	0.0850711584512871	202	202	0.0275713123991635	0.180748455038887
Streptomyces	VE303	VE303	-0.104018401425959	0.0471709862704774	202	202	0.0290304060003042	0.187635550977576
Merdimonas	rec.TRT.combined	Placebo Bad	0.845466140397826	0.38383866221162	202	202	0.0306863543845538	0.195949009925464
Campylobacter	rec.TRT.combined	Placebo Bad	-2.27180503126768	1.03866752283436	202	202	0.0317950986489791	0.198251791575988
Coprobacillus	VE303	VE303	0.29027964606538	0.133908876751492	202	202	0.031717426947654	0.198251791575988
Klebsiella	Abx.group_joined	Vanco_Metro	2.01559670031089	0.927117133953946	202	202	0.0330542577962125	0.201365018758536
Kytococcus	Abx.group_joined	Vanco_Metro	-0.417074995602175	0.19168655968489	202	202	0.0330107816072244	0.201365018758536
Campylobacter	rec.TRT.combined	Placebo Good	-2.05353859979754	0.954026735880602	202	202	0.0345395010731013	0.203399284097152
Citrobacter	Abx.group_joined	Vanco_Metro	2.03575216165296	0.942785183446512	202	202	0.0342912515067592	0.203399284097152
Klebsiella	rec.TRT.combined	Placebo Bad	-3.14232576812646	1.46031448297905	202	202	0.0344148410042024	0.203399284097152
Flavonifractor	rec.TRT.combined	VE303 Dosed Good	1.4347060910662	0.67210743495509	202	202	0.0357230001655846	0.208057033931427
Bilophila	VE303	VE303	-0.186594820270748	0.0888567114344161	202	202	0.037727506922662	0.209241279871598
Clostridium	rec.TRT.combined	VE303 Dosed Good	1.33574841736091	0.632999092058823	202	202	0.0378068819027789	0.209241279871598
Drancourtella	VE303	VE303	0.12439762303718	0.0592110351533829	202	202	0.0374440823596606	0.209241279871598
Faecalitalea	VE303	VE303	0.0987288090807207	0.0474657390050778	202	202	0.0390037685915501	0.209241279871598
Intestinibacter	rec.TRT.combined	Placebo Good	1.59929602530984	0.763613014247213	202	202	0.0390437394862585	0.209241279871598
Kluyvera	rec.TRT.combined	VE303 Dosed Good	-1.1620519986702	0.552570696359854	202	202	0.0390846919005438	0.209241279871598
Roseburia	Abx.group_joined	Vanco_Metro	-1.35425229514849	0.639379232379482	202	202	0.0376027981232854	0.209241279871598
Veillonella	rec.TRT.combined	Placebo Good	-2.43223078253562	1.15274245404344	202	202	0.0381122510183307	0.209241279871598
Clostridioides	rec.TRT.combined	Placebo Bad	2.16151569823171	1.0391414754022	202	202	0.0404726026811241	0.214504794209958
Fusobacterium	VE303	VE303	-0.484148741319175	0.235861020430489	202	202	0.0419095536023956	0.219921419893759
Eubacterium	rec.TRT.combined	Placebo Good	1.72193838806956	0.842122904364248	202	202	0.0439747928982744	0.228496472902798
Flavonifractor	rec.TRT.combined	Placebo Good	1.73349850198074	0.854142094186584	202	202	0.045489340762471	0.234071365088443
Fusobacterium	Abx.group_joined	Vanco_Metro	1.70408848722806	0.839399460883398	202	202	0.0462838835240682	0.235027304633758
Holdemania	VE303	VE303	0.135895955129893	0.0677351022244817	202	202	0.0465620131821596	0.235027304633758
Veillonella	rec.TRT.combined	VE303 Dosed Good	-1.82662108129327	0.90969983917886	202	202	0.0481586729107113	0.240793364553556
Lachnoclostridium	rec.TRT.combined	VE303 Dosed Good	1.41534049481436	0.70722495557972	202	202	0.0486861343661507	0.24115561882299
Fusicatenibacter	VE303	VE303	0.177229623298582	0.0896093201188804	202	202	0.0496697202241907	0.243749552952047
Fusobacterium	rec.TRT.combined	Placebo Bad	-2.64761950195813	1.33313543549967	202	202	0.0505069099056879	0.245584057339583
Morganella	rec.TRT.combined	Placebo Good	-1.85510242806699	0.935561983701553	202	202	0.0510068171120945	0.245760118812819
Hafnia	rec.TRT.combined	Placebo Good	1.15094358301011	0.586452870543926	202	202	0.0530562974098361	0.253331870515434
Faecalimonas	Abx.group_joined	Vanco_Metro	-0.394579635843954	0.20146816221726	202	202	0.0550477818397997	0.258188711284016
Kluyvera	rec.TRT.combined	Placebo Good	-1.36634910241206	0.700215975975454	202	202	0.0550372744968019	0.258188711284016
Dysgonomonas	Abx.group_joined	Vanco_Metro	-0.490315571781122	0.251844407024554	202	202	0.0561155222571258	0.260887954353304
Candidatus.Stoquefichus	VE303	VE303	0.155667246070696	0.0812961404372676	202	202	0.0573842134623408	0.26245153003323
Murimonas	VE303	VE303	0.0796799633650611	0.0416568456457898	202	202	0.0579374132337508	0.26245153003323
Proteus	VE303	VE303	-0.209467082099461	0.10944360737475	202	202	0.0578328207955234	0.26245153003323
Fournierella	VE303	VE303	0.087186195441507	0.0458753759214635	202	202	0.058992100605034	0.264964519666678
Subdoligranulum	rec.TRT.combined	Placebo Good	1.25010440610223	0.661466258006968	202	202	0.0621534524178084	0.276817897323012
Haemophilus	rec.TRT.combined	Placebo Good	1.17184513562367	0.631357509137038	202	202	0.0669192933546074	0.295560212316183
Parabacteroides	Abx.group_joined	Vanco_Metro	-1.7501795906835	0.947736120320809	202	202	0.0691508835242493	0.302892299734315
Flavonifractor	rec.TRT.combined	Placebo Bad	1.7067040161414	0.931888976673095	202	202	0.070464179143427	0.306114876606691
Actinomyces	rec.TRT.combined	Placebo Bad	-1.35752640759839	0.749639523848498	202	202	0.0739971285542509	0.306394360419945
Dorea	VE303	VE303	0.243710061540628	0.135454014302122	202	202	0.0739765108397181	0.306394360419945
Escherichia	VE303	VE303	-0.389422103067228	0.215397651974816	202	202	0.0728132729617242	0.306394360419945
Varibaculum	Abx.group_joined	Vanco_Metro	-0.294499238613895	0.161273070404991	202	202	0.0719284573185384	0.306394360419945
Veillonella	rec.TRT.combined	Placebo Bad	-2.29107119278558	1.25573164228654	202	202	0.0719365874890254	0.306394360419945
shannon_diversity	Abx.group_joined	Vanco_Metro	-0.222697926526291	0.12176996945703	202	202	0.0728744867743842	0.306394360419945
Faecalimonas	rec.TRT.combined	Placebo Bad	0.577278958224438	0.320013222491327	202	202	0.0756881929119536	0.310966994134383
Selenomonas	Abx.group_joined	Vanco_Metro	0.841814339481881	0.46997652258382	202	202	0.077520731215686	0.316046058033182
Dysgonomonas	rec.TRT.combined	Placebo Bad	0.706540908235833	0.398320239273658	202	202	0.0803510915942244	0.322711920769092
Murimonas	Abx.group_joined	Vanco_Metro	-0.509031050385645	0.287080738842043	202	202	0.0803735349840002	0.322711920769092
Eubacterium	Abx.group_joined	Vanco_Metro	-0.998091234835582	0.566144915737245	202	202	0.0822822165608147	0.327891539678434
Prevotella	rec.TRT.combined	Placebo Bad	2.37822056641451	1.36485366960097	202	202	0.0851982130818343	0.334481873580535
Solobacterium	Abx.group_joined	Vanco_Metro	-0.213152022748395	0.121966706838557	202	202	0.0846240446658748	0.334481873580535
Shigella	rec.TRT.combined	VE303 Dosed Good	-1.16845346751745	0.673146676047259	202	202	0.0865120201747624	0.337142431563412
Fusobacterium	rec.TRT.combined	Placebo Good	-2.11353486276913	1.22297298891981	202	202	0.0878942413768862	0.340028817005472
Roseburia	rec.TRT.combined	Placebo Good	1.6179743495202	0.939111160749936	202	202	0.0885409004818635	0.340048385908606
Acidaminococcus	rec.TRT.combined	Placebo Good	1.27273235431159	0.745067864762602	202	202	0.091759590121477	0.349874696146639
Raoultella	rec.TRT.combined	Placebo Bad	1.35912089806735	0.801533647081515	202	202	0.0942295754220679	0.356726249812114
Erysipelatoclostridium	rec.TRT.combined	Placebo Bad	1.78509849106812	1.05697581783092	202	202	0.0949370408838372	0.356855543747757
Merdimonas	Abx.group_joined	Vanco_Metro	-0.409823769094619	0.243708197814809	202	202	0.0973911775986687	0.36350228258658
Dialister	rec.TRT.combined	Placebo Bad	1.96553213268816	1.18043525669873	202	202	0.0999744018964776	0.370534496539393
Robinsoniella	VE303	VE303	0.155762748428766	0.0945402266411262	202	202	0.101356127250038	0.373046857239721
Peptoniphilus	rec.TRT.combined	Placebo Good	0.479496574492931	0.290847576740259	202	202	0.102686491370257	0.375336830525767
Anaerotruncus	rec.TRT.combined	Placebo Good	0.499830602413389	0.304884471454624	202	202	0.104503606067931	0.376965978935744
Enterobacter	rec.TRT.combined	VE303 Dosed Good	-1.29914769865971	0.790225997783575	202	202	0.104554714912367	0.376965978935744
Bacteroides	rec.TRT.combined	Placebo Good	2.77991094880749	1.70115528685093	202	202	0.106267471674089	0.379676506331958
Lachnotalea	Abx.group_joined	Vanco_Metro	-0.502198850782071	0.30752649068429	202	202	0.106739244232947	0.379676506331958
Paenibacillus	Abx.group_joined	Vanco_Metro	0.331006874841016	0.203330630428862	202	202	0.108618866094397	0.383786660200203
Anaeromassilibacillus	rec.TRT.combined	VE303 Dosed Good	0.592575090442282	0.367821317620812	202	202	0.110898078606992	0.389244911666925
Akkermansia	VE303	VE303	0.243974307769974	0.152688753236917	202	202	0.112192282239896	0.390383467177032
Sellimonas	Abx.group_joined	Vanco_Metro	0.359022228277644	0.223662102460795	202	202	0.112695604675634	0.390383467177032
Collinsella	rec.TRT.combined	Placebo Bad	0.809202861523186	0.509302019924508	202	202	0.116126173101146	0.399655011322124
Dorea	rec.TRT.combined	VE303 Dosed Good	0.777839494404404	0.49227849587313	202	202	0.118012402865047	0.403526280764353
Tyzzerella	rec.TRT.combined	Placebo Good	1.12676141569474	0.716392047622865	202	202	0.119306917651218	0.405337604840678
Proteus	Abx.group_joined	Vanco_Metro	1.2059961584384	0.769703714718776	202	202	0.121627940500138	0.405426468333793
Ruminococcus	rec.TRT.combined	VE303 Dosed Good	1.04797115032002	0.669882529906367	202	202	0.121384026471016	0.405426468333793
Streptococcus	VE303	VE303	-0.239824615553009	0.153727289508114	202	202	0.120981178188575	0.405426468333793
Absiella	Abx.group_joined	Vanco_Metro	-0.290838124102283	0.189747315876951	202	202	0.129566081355022	0.410384779302168
Bifidobacterium	rec.TRT.combined	VE303 Dosed Good	1.44116788822198	0.928098579452847	202	202	0.124336955343904	0.410384779302168
Coprococcus	VE303	VE303	0.185621112067153	0.120689885577598	202	202	0.126066387144664	0.410384779302168
Dakarella	VE303	VE303	0.0937718436248279	0.0613335356248372	202	202	0.128692260691808	0.410384779302168
Escherichia	rec.TRT.combined	Placebo Good	-2.11506982733178	1.38082279487673	202	202	0.129743667976774	0.410384779302168
Oscillibacter	Abx.group_joined	Vanco_Metro	-0.290150075621067	0.189536876038071	202	202	0.130084231929744	0.410384779302168
Turicibacter	rec.TRT.combined	Placebo Good	0.481658768456521	0.314167367149958	202	202	0.128807865474187	0.410384779302168
Turicibacter	rec.TRT.combined	Placebo Bad	0.531038320570059	0.342970799812165	202	202	0.125083525011637	0.410384779302168
Tyzzerella	rec.TRT.combined	VE303 Dosed Good	0.860162020034311	0.561809678217747	202	202	0.129501054950716	0.410384779302168
Blautia	rec.TRT.combined	VE303 Dosed Good	1.22148755354951	0.80470215292889	202	202	0.132879914669542	0.416723992750636
Actinomyces	rec.TRT.combined	VE303 Dosed Good	-0.819894652793669	0.542968412940542	202	202	0.135100212971146	0.418949600123043
Anaeroglobus	Abx.group_joined	Vanco_Metro	-0.459491899652443	0.305863321277591	202	202	0.137541944191339	0.418949600123043
Dialister	rec.TRT.combined	VE303 Dosed Good	1.28688719336971	0.855380154714564	202	202	0.136565456220257	0.418949600123043
Metakosakonia	rec.TRT.combined	Placebo Bad	0.541370893562916	0.359363900300875	202	202	0.136887179841442	0.418949600123043
Sellimonas	rec.TRT.combined	Placebo Good	0.510862067554185	0.341001442301153	202	202	0.137451354922328	0.418949600123043
Shigella	VE303	VE303	-0.266357442381153	0.179692584202284	202	202	0.140377122212731	0.425142141558558
Anaerotignum	rec.TRT.combined	Placebo Good	0.879885242170236	0.594147367231234	202	202	0.142539002418115	0.42923676864546
Clostridioides	rec.TRT.combined	VE303 Dosed Good	1.10607626891101	0.74946205910293	202	202	0.143762603702767	0.430475593008285
Lactobacillus	rec.TRT.combined	VE303 Dosed Good	-1.40283962752287	0.95456832617718	202	202	0.145587928405783	0.43349214637677
Parasutterella	Abx.group_joined	Vanco_Metro	-1.1567000291023	0.787770169876002	202	202	0.146446053060276	0.43361121855836
Anaerotruncus	VE303	VE303	0.12137170926003	0.0834781843519396	202	202	0.147805664521372	0.435205567757374
Anaeroglobus	rec.TRT.combined	Placebo Good	0.644755332830728	0.445595742088075	202	202	0.151789308902961	0.444465932146791
Leuconostoc	rec.TRT.combined	Placebo Bad	-0.367555371153926	0.256567723143467	202	202	0.156015316488029	0.45433031724536
Peptoniphilus	VE303	VE303	-0.0994266229369819	0.0699814187651295	202	202	0.157313073323524	0.455606168641901
Odoribacter	VE303	VE303	0.0662614940296413	0.0469429872986898	202	202	0.160442486277859	0.457174826490672
Ruminococcus	rec.TRT.combined	Placebo Bad	1.32075257070356	0.930960793683945	202	202	0.159411461976629	0.457174826490672
Subdoligranulum	VE303	VE303	0.198582059859691	0.140714802078308	202	202	0.160201880075565	0.457174826490672
Sellimonas	VE303	VE303	0.133328944072964	0.0956105886220535	202	202	0.164962396852473	0.467540483057811
Enterococcus	rec.TRT.combined	Placebo Bad	1.50836119817769	1.09176891030061	202	202	0.170763199282417	0.477436733271796
Sutterella	rec.TRT.combined	VE303 Dosed Good	1.66703478330544	1.20421017077228	202	202	0.170499234084112	0.477436733271796
shannon_diversity	rec.TRT.combined	VE303 Dosed Good	0.191191134563744	0.138081697201375	202	202	0.171156564757814	0.477436733271796
Kytococcus	VE303	VE303	-0.0481707729392956	0.0356211472727422	202	202	0.178579755167393	0.495535446276013
Desulfovibrio	rec.TRT.combined	VE303 Dosed Good	0.77324844542876	0.58386255932206	202	202	0.189408760791877	0.507904630720561
Faecalimonas	VE303	VE303	0.0748065862081545	0.0567000079407728	202	202	0.189294673628514	0.507904630720561
Haemophilus	rec.TRT.combined	Placebo Bad	0.91586497913348	0.688365973760684	202	202	0.18690200379685	0.507904630720561
Intestinimonas	VE303	VE303	0.116733224313713	0.0883693023124343	202	202	0.188243594926979	0.507904630720561
Monoglobus	VE303	VE303	0.0372408588575943	0.0283640199671355	202	202	0.191135268693521	0.507904630720561
Roseburia	rec.TRT.combined	VE303 Dosed Good	0.976001127635812	0.740280773500327	202	202	0.19095907332958	0.507904630720561
Ruthenibacterium	rec.TRT.combined	Placebo Good	0.553214087769248	0.414955954771141	202	202	0.185863755883659	0.507904630720561
Ruthenibacterium	VE303	VE303	0.150896775891229	0.115108246375109	202	202	0.191662124800212	0.507904630720561
Sellimonas	rec.TRT.combined	Placebo Bad	0.491001320491401	0.372291505432231	202	202	0.190402329384219	0.507904630720561
Hafnia	Abx.group_joined	Vanco_Metro	0.526159654293162	0.401196428574216	202	202	0.193914204382058	0.508831434268566
Kluyvera	Abx.group_joined	Vanco_Metro	0.637743428765532	0.485577124797707	202	202	0.193931980608019	0.508831434268566
Sellimonas	rec.TRT.combined	VE303 Dosed Good	0.343425498684636	0.266958077645878	202	202	0.20165011167982	0.526475661035983
Fusicatenibacter	rec.TRT.combined	Placebo Good	0.487764235661588	0.382757326872983	202	202	0.205829411004418	0.533871830885053
Leuconostoc	rec.TRT.combined	Placebo Good	-0.299780465358742	0.235296967468686	202	202	0.206497594964973	0.533871830885053
Acidaminococcus	Abx.group_joined	Vanco_Metro	0.668910809042479	0.526712648208667	202	202	0.208265734734096	0.535829317519761
Dialister	Abx.group_joined	Vanco_Metro	-0.951385520883674	0.765844553854006	202	202	0.218159068980583	0.553226347175641
Faecalibacterium	Abx.group_joined	Vanco_Metro	-0.468010750407098	0.37668502581089	202	202	0.217978852365495	0.553226347175641
Ruthenibacterium	rec.TRT.combined	VE303 Dosed Good	0.404561639747707	0.325004095618888	202	202	0.216676872915514	0.553226347175641
Phascolarctobacterium	Abx.group_joined	Vanco_Metro	0.940118447774485	0.758921676619721	202	202	0.219486523593107	0.553942178592126
Dialister	rec.TRT.combined	Placebo Good	1.33423569904205	1.08452211978195	202	202	0.222375379517438	0.55557528383776
Faecalibacterium	rec.TRT.combined	Placebo Good	0.677449105236175	0.552574137915638	202	202	0.223515441332625	0.55557528383776
Harryflintia	VE303	VE303	0.0884095875983122	0.0722493647312788	202	202	0.223270674396372	0.55557528383776
Hungatella	Abx.group_joined	Vanco_Metro	-0.880559637058258	0.71848605117486	202	202	0.224326624040152	0.55557528383776
Coprobacter	Abx.group_joined	Vanco_Metro	-0.294878766679929	0.241624175202991	202	202	0.22621552682649	0.555606581493328
Fusicatenibacter	rec.TRT.combined	VE303 Dosed Good	0.367004708746551	0.301270314371447	202	202	0.226435889816149	0.555606581493328
Anaeromassilibacillus	rec.TRT.combined	Placebo Good	0.565894635299235	0.466414255190652	202	202	0.228357491893864	0.557739496330635
Eggerthella	rec.TRT.combined	Placebo Good	0.614481803326059	0.514465911724249	202	202	0.235700016659819	0.573032150594972
Kytococcus	rec.TRT.combined	Placebo Good	-0.324009696105996	0.272851826528565	202	202	0.238820613035627	0.577967693647865
Fusobacterium	rec.TRT.combined	VE303 Dosed Good	-1.138254048946	0.96470047446546	202	202	0.24164470339997	0.582144058190837
Colibacter	rec.TRT.combined	Placebo Good	-0.928134961205962	0.79224396941199	202	202	0.245092652315773	0.587778758947328
Kytococcus	rec.TRT.combined	Placebo Bad	-0.347090616002366	0.297071460196347	202	202	0.246379605401567	0.588203562445183
Anaeroglobus	rec.TRT.combined	VE303 Dosed Good	0.408562429683389	0.351494800568685	202	202	0.248553927924463	0.589292009879537
Coprobacter	rec.TRT.combined	Placebo Bad	0.433052230063642	0.373820561797893	202	202	0.250171136269615	0.589292009879537
Megasphaera	rec.TRT.combined	Placebo Good	1.30095527148215	1.1208123783252	202	202	0.249383097806994	0.589292009879537
Bacteroides	rec.TRT.combined	Placebo Bad	2.13757301262946	1.85272977542896	202	202	0.252116134527253	0.591245802209929
Desulfovibrio	rec.TRT.combined	Placebo Good	0.843825147989591	0.740768051512237	202	202	0.258295825005109	0.601835889673527
Intestinimonas	rec.TRT.combined	VE303 Dosed Good	0.266007416355901	0.233995481058554	202	202	0.258902986501065	0.601835889673527
Escherichia	rec.TRT.combined	VE303 Dosed Good	-1.21951043471013	1.08968724871944	202	202	0.266608794135691	0.614359395182244
Harryflintia	rec.TRT.combined	VE303 Dosed Good	0.346264766010285	0.308348770469595	202	202	0.26560736664617	0.614359395182244
Eisenbergiella	rec.TRT.combined	VE303 Dosed Good	0.3074184026321	0.27762289996709	202	202	0.271226568370825	0.622294723967694
