feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Lactobacillus.rhamnosus	rec.TRT.combined	Placebo Good	-3.8019081036305	1.08417705060971	202	202	0.000753040256307603	0.0222668134842764
Ruminococcus.sp..AF31.8BH	Abx.group_joined	Vanco_Metro	-0.488592920896706	0.142189835187491	202	202	0.000720182168080983	0.0222668134842764
X.Clostridium..spiroforme	Abx.group_joined	Vanco_Metro	-0.93207152964123	0.263416838907351	202	202	0.000709706768396814	0.0222668134842764
X.Clostridium..symbiosum	Abx.group_joined	Vanco_Metro	-1.58095677737001	0.446395966742861	202	202	0.000708902390522039	0.0222668134842764
Clostridia.bacterium.UC5.1.2G4	VE303	VE303	0.490266600096012	0.143119630445998	202	202	0.000772413467912157	0.0224594069900612
Clostridium.sp..1001175st1.A10	VE303	VE303	0.393889340960395	0.11527229187201	202	202	0.000802413302456347	0.0229781991157954
Lactobacillus.harbinensis	rec.TRT.combined	VE303 Dosed Good	-0.455345921809746	0.137700210260656	202	202	0.00094857702368906	0.0263648613937106
Megasphaera.micronuciformis	VE303	VE303	-0.491383155781959	0.145373266460395	202	202	0.000944426361486927	0.0263648613937106
Streptococcus.infantis	VE303	VE303	-0.54596302305187	0.162373601128002	202	202	0.00097227782816127	0.0266319579018087
Lactobacillus.rhamnosus	Abx.group_joined	Vanco_Metro	2.55246709318646	0.747296071609733	202	202	0.0010724476426656	0.0285482541498307
X.Clostridium..bolteae	Abx.group_joined	Vanco_Metro	-1.13978951089726	0.333763522429934	202	202	0.00105809417725781	0.0285482541498307
Clostridium.cadaveris	rec.TRT.combined	Placebo Good	1.1143269789711	0.331750846160094	202	202	0.00113504813965671	0.0297950136659887
Haemophilus.parainfluenzae	VE303	VE303	0.402318872278971	0.122446101910408	202	202	0.00126308790944909	0.0325918562469142
Ruminococcus.sp..HK31	Abx.group_joined	Vanco_Metro	-0.891409226680732	0.265822012017432	202	202	0.00127608326046119	0.0325918562469142
Merdimonas.faecis	VE303	VE303	0.176063381969941	0.053717912424328	202	202	0.00133028126596132	0.0335230879022252
Megasphaera.micronuciformis	Abx.group_joined	Vanco_Metro	2.29234483184614	0.690485067376244	202	202	0.00143188940993656	0.0356088287471065
Alistipes.shahii	Abx.group_joined	Vanco_Metro	-1.07429413225913	0.3253305072296	202	202	0.00157206715685982	0.0373153539829759
Clostridium.bolteae.CAG.59	Abx.group_joined	Vanco_Metro	-0.920714357427403	0.280212321630619	202	202	0.00156378333259187	0.0373153539829759
Lactobacillus.plantarum	rec.TRT.combined	Placebo Good	-3.46287376524205	1.05762500104729	202	202	0.00157948588287729	0.0373153539829759
Pseudoflavonifractor.sp..An184	VE303	VE303	0.257030354609514	0.079669784781275	202	202	0.00154641386448326	0.0373153539829759
Clostridia.bacterium.UC5.1.1D4	VE303	VE303	0.497799385430538	0.156945654248247	202	202	0.00179246586373599	0.0413141522251345
Lachnospiraceae.bacterium.UBA1689	VE303	VE303	0.313818873479499	0.0987210047240831	202	202	0.00177199957582482	0.0413141522251345
Clostridium.clostridioforme.CAG.511	VE303	VE303	0.326815544065014	0.103063122034069	202	202	0.00182912268180348	0.0416511068507058
Negativibacillus.massiliensis	VE303	VE303	0.234252968464221	0.0741149159896707	202	202	0.00186274093719631	0.0419116710869171
Erysipelatoclostridium.ramosum	Abx.group_joined	Vanco_Metro	-1.68049021420151	0.526454763142097	202	202	0.00210902832507041	0.0464331147541136
Proteus.genomosp..6	VE303	VE303	-0.117745699183848	0.0375234762472846	202	202	0.00211282956024009	0.0464331147541136
Clostridium.sp..1001175st1.A10	Abx.group_joined	Vanco_Metro	-1.03124664855714	0.324389732452019	202	202	0.00216290211742425	0.046987183930251
Rothia.mucilaginosa	VE303	VE303	-0.263341606825155	0.0846760988774764	202	202	0.00228738687443574	0.0491268317350402
Anaerostipes.caccae	rec.TRT.combined	Placebo Bad	2.37156928063904	0.757701094275375	202	202	0.00235631217010023	0.0494825555721048
Bacteroides.eggerthii.CAG.109	rec.TRT.combined	Placebo Bad	0.384835773728483	0.124769871113665	202	202	0.00233438724543085	0.0494825555721048
Blautia.sp..CAG.257	Abx.group_joined	Vanco_Metro	-1.1475328778473	0.371459625353505	202	202	0.0028759987067463	0.0597322808324231
Streptococcus.mutans	VE303	VE303	0.141653993513429	0.0479169262048622	202	202	0.00370104763987758	0.0760323917322676
Enterobacter.roggenkampii	VE303	VE303	-0.332813498983177	0.113476353229527	202	202	0.00388493008348196	0.0789518049223753
Campylobacter.concisus	rec.TRT.combined	VE303 Dosed Good	-1.18208107974506	0.398559555188769	202	202	0.00399652471715622	0.0803556565470773
Alistipes.finegoldii	Abx.group_joined	Vanco_Metro	-1.14438734533817	0.385284215770216	202	202	0.00411923543687081	0.0818063783767468
Bacteroides.caccae	Abx.group_joined	Vanco_Metro	-1.33590590237814	0.45209929003259	202	202	0.00419852841404468	0.0818063783767468
Clostridium.clostridioforme.CAG.132	VE303	VE303	0.305389769727266	0.105146751528624	202	202	0.00418165703357083	0.0818063783767468
Eubacterium.rectale	VE303	VE303	0.290762710979303	0.100865508347067	202	202	0.00448524552597092	0.0865011637151535
Clostridium.paraputrificum	rec.TRT.combined	Placebo Good	0.814236347300387	0.281648658259955	202	202	0.00478997161971014	0.0914449127399208
Blautia.sp..An249	VE303	VE303	0.18568288598056	0.0650579014402436	202	202	0.00483882371370773	0.0914537681890761
Bacteroides.intestinalis	Abx.group_joined	Vanco_Metro	-0.875375724344785	0.301976010973285	202	202	0.00495925380324483	0.092015503953603
Clostridium.lavalense	Abx.group_joined	Vanco_Metro	-0.922808644694242	0.318773047802439	202	202	0.00505286158127748	0.092015503953603
Enterobacter.cloacae	VE303	VE303	-0.458644189350869	0.161251027133298	202	202	0.00511197244186684	0.092015503953603
Prevotella.buccae	Abx.group_joined	Vanco_Metro	-1.74793070856846	0.605278537445233	202	202	0.0051052012324852	0.092015503953603
Ruminococcus.gnavus	VE303	VE303	0.380090130000603	0.134010755433515	202	202	0.00510938926247888	0.092015503953603
Blautia.sp..HF17	Abx.group_joined	Vanco_Metro	-1.48804231699425	0.517841452609166	202	202	0.00535207863299347	0.0945436151923414
Firmicutes.bacterium.CAG.65	Abx.group_joined	Vanco_Metro	-0.388231149510582	0.137844179497616	202	202	0.00535246921988388	0.0945436151923414
Blautia.sp..HK34	VE303	VE303	0.434268722368971	0.154597176489841	202	202	0.00557234049960172	0.0959808220135981
Robinsoniella.peoriensis	rec.TRT.combined	Placebo Bad	1.16475174539678	0.410303053656902	202	202	0.00558618540819883	0.0959808220135981
Veillonella.atypica	VE303	VE303	-0.556564040065575	0.197298384970441	202	202	0.00548648580492461	0.0959808220135981
Roseburia.intestinalis	VE303	VE303	0.37377290007206	0.13456172494052	202	202	0.00619539201838898	0.105489107340137
Ruminococcus.gnavus.CAG.126	rec.TRT.combined	Placebo Good	1.42714765349702	0.510693487356846	202	202	0.00629835796758027	0.106284790702917
Klebsiella.oxytoca	VE303	VE303	-0.744736841285055	0.268883675500193	202	202	0.00636211519433025	0.106410599268002
Turicibacter.sanguinis	VE303	VE303	0.235904754702912	0.0860334989068463	202	202	0.00676695680023004	0.112189020635393
Anaerotruncus.sp..VE303.02	rec.TRT.combined	VE303 Dosed Good	1.24419809538871	0.455775217595457	202	202	0.00691340435490419	0.11362029765886
Campylobacter.concisus	rec.TRT.combined	Placebo Good	-1.39818506401159	0.505068301185643	202	202	0.00702913696323678	0.114526455694116
Enterobacteriaceae.bacterium.9_2_54FAA	VE303	VE303	-0.233944544414446	0.0858441670710951	202	202	0.00719217989274498	0.115196779638034
Eubacterium.eligens	rec.TRT.combined	Placebo Good	0.948603099788378	0.348865116132165	202	202	0.00713330128057316	0.115196779638034
X.Ruminococcus..gnavus	Abx.group_joined	Vanco_Metro	-1.24805990602919	0.452771199271799	202	202	0.00742579313723638	0.117939067473754
Clostridium.innocuum	rec.TRT.combined	Placebo Good	1.66343979022788	0.610602656312176	202	202	0.00774668076250007	0.12100187306715
Lactobacillus.reuteri	VE303	VE303	-0.112883705655626	0.0416752509906223	202	202	0.00768958297501249	0.12100187306715
Clostridium.clostridioforme	rec.TRT.combined	Placebo Good	2.3025642048009	0.845636773328769	202	202	0.00782927531925608	0.121289593060607
Ruminococcus.gnavus.CAG.126	VE303	VE303	0.397037533822751	0.148692127982973	202	202	0.00829472867750224	0.127455586995766
Lactobacillus.harbinensis	rec.TRT.combined	Placebo Good	-0.460544105275682	0.174896911359759	202	202	0.00847668639402813	0.129201107134784
Alistipes.onderdonkii	Abx.group_joined	Vanco_Metro	-0.738739490550202	0.274332419578435	202	202	0.00896487176583321	0.135548861099398
Clostridium.innocuum	Abx.group_joined	Vanco_Metro	-1.07459349435076	0.401310051560562	202	202	0.00921489041156981	0.136063616233335
Enterobacter.hormaechei	VE303	VE303	-0.317730091804939	0.120112604925721	202	202	0.00921298098428556	0.136063616233335
Flavonifractor.sp..VE303.08	rec.TRT.combined	VE303 Dosed Good	1.39646466973721	0.523394642041691	202	202	0.00915717567340352	0.136063616233335
Lachnospiraceae.bacterium.AM40.2BH	Abx.group_joined	Vanco_Metro	-0.421593721902055	0.158597053273607	202	202	0.00960061597437334	0.139578186088966
Lactobacillus.casei	VE303	VE303	-0.160763449812212	0.0612636095016153	202	202	0.00955614300995943	0.139578186088966
Bacteroides.ovatus	Abx.group_joined	Vanco_Metro	-2.00791204522168	0.758680430318588	202	202	0.0100832919245773	0.145039313636524
Eubacteriaceae.bacterium.CHKCI004	VE303	VE303	0.185984227013781	0.071539897629666	202	202	0.0102064702188665	0.145039313636524
Intestinibacter.bartlettii	rec.TRT.combined	Placebo Good	2.20831930659581	0.841345941680383	202	202	0.0101851126653563	0.145039313636524
Coprobacillus.cateniformis	Abx.group_joined	Vanco_Metro	-0.84684073182191	0.322361282419943	202	202	0.0105226170936191	0.148416017215971
Lactobacillus.rhamnosus	rec.TRT.combined	VE303 Dosed Good	-2.2352963549474	0.855415442303029	202	202	0.0107582577634469	0.150615608688256
Campylobacter.concisus	rec.TRT.combined	Placebo Bad	-1.42716673366729	0.550064192912839	202	202	0.0112914266663907	0.151333521653459
Clostridium.bolteae.CAG.59	VE303	VE303	0.206081893756419	0.0803971701016089	202	202	0.0113540962656516	0.151333521653459
Clostridium.saudiense	VE303	VE303	0.236590521435817	0.0922446121090755	202	202	0.0111806396679401	0.151333521653459
Prevotella.copri	rec.TRT.combined	Placebo Bad	2.69730872075708	1.03834229239168	202	202	0.0112056967474102	0.151333521653459
Ruminococcaceae.bacterium.UBA1691	VE303	VE303	0.212040314234881	0.0824960096531875	202	202	0.0110572384037763	0.151333521653459
Veillonella.atypica	rec.TRT.combined	Placebo Bad	-3.30912625312097	1.27608528118243	202	202	0.0113607085738346	0.151333521653459
Veillonella.dispar	Abx.group_joined	Vanco_Metro	1.62770832474875	0.62553651482761	202	202	0.0113700317856038	0.151333521653459
Alistipes.sp..AF14.19	Abx.group_joined	Vanco_Metro	-0.621413168281768	0.237557294373308	202	202	0.0114680175352819	0.151570301690089
Blautia.sp..N6H1.15	VE303	VE303	0.102333443652079	0.0400954108439889	202	202	0.011611111307882	0.152395835915951
Lachnospiraceae.bacterium.9_1_43BFAA	Abx.group_joined	Vanco_Metro	-0.918205319021293	0.354612235196411	202	202	0.0117452252802808	0.153092936411936
Dorea.sp..CAG.317	Abx.group_joined	Vanco_Metro	-0.82913077045362	0.321546359936741	202	202	0.0119280047963587	0.154410473048752
Dysgonomonas.capnocytophagoides	rec.TRT.combined	Placebo Bad	0.663430098063652	0.258576478308402	202	202	0.0123277560843965	0.157673792308343
Enterobacter.ludwigii	rec.TRT.combined	Placebo Good	0.528106396640516	0.20688495856218	202	202	0.0123469424664735	0.157673792308343
Megasphaera.massiliensis	rec.TRT.combined	Placebo Good	1.5897975639652	0.623769595642392	202	202	0.0129319691758197	0.16403638753221
Clostridium.innocuum	VE303	VE303	0.423227486521291	0.169128937126555	202	202	0.0132830770718772	0.166522997181013
Flavonifractor.sp..HI30	VE303	VE303	0.205200875532951	0.0819944780583192	202	202	0.0133042182932979	0.166522997181013
Clostridia.bacterium.UC5.1.1F8	rec.TRT.combined	VE303 Dosed Good	-0.703433999900193	0.278390994266376	202	202	0.0134246029319392	0.166924339087928
Hafnia.paralvei	VE303	VE303	-0.222076112578009	0.0888290174135706	202	202	0.0135660735649115	0.167580908743024
Veillonella.atypica	Abx.group_joined	Vanco_Metro	2.04869081040728	0.81198715088495	202	202	0.0139585371168633	0.171309319161505
Clostridia.bacterium.UC5.1.1F8	VE303	VE303	0.249950764520545	0.1011326776119	202	202	0.0144350123441622	0.17488572647735
X.Ruminococcus..gnavus	VE303	VE303	0.507178874263821	0.205067646990586	202	202	0.0143443812818691	0.17488572647735
Blautia.massiliensis	VE303	VE303	0.161358840086045	0.0654984248046568	202	202	0.0148418339430146	0.178669211161131
Acholeplasmatales.bacterium	rec.TRT.combined	Placebo Good	0.611594366284332	0.24714678946242	202	202	0.0153480126571968	0.182893284660682
Veillonella.infantium	VE303	VE303	-0.261749581125692	0.106803296580353	202	202	0.0153862604555812	0.182893284660682
Anaeroglobus.geminatus	VE303	VE303	0.209940759454275	0.0858555719590423	202	202	0.0156630752382645	0.185020076252
Clostridium.aldenense	rec.TRT.combined	Placebo Good	1.94690179727878	0.794006323806404	202	202	0.0162002853318678	0.190177262591491
Lachnospiraceae.bacterium.9_1_43BFAA	rec.TRT.combined	Placebo Bad	1.41134137608406	0.576429756904046	202	202	0.0164266303680044	0.190468290770112
Lactobacillus.harbinensis	rec.TRT.combined	Placebo Bad	-0.456475106062501	0.190178416854502	202	202	0.0164105870220681	0.190468290770112
Clostridiales.bacterium.CCNA10	Abx.group_joined	Vanco_Metro	-0.817013055236581	0.333286118851614	202	202	0.0166114227188198	0.191436517918106
Clostridium.aldenense	rec.TRT.combined	Placebo Bad	2.1116113691611	0.86618477818537	202	202	0.0167915918260219	0.192340051825341
Veillonella.atypica	rec.TRT.combined	Placebo Good	-2.85796503370515	1.17120901194892	202	202	0.0169740163619741	0.19325837906103
Roseburia.hominis	VE303	VE303	0.213099570056577	0.0892008462179927	202	202	0.0181224094124395	0.205097926883297
Lactobacillus.rhamnosus	rec.TRT.combined	Placebo Bad	-2.83278300187625	1.18160072807597	202	202	0.018868244174945	0.212267746968131
Clostridium.scindens	Abx.group_joined	Vanco_Metro	-0.532959282775731	0.224735839963121	202	202	0.0203991186939107	0.224853489691075
Megasphaera.sp..MJR8396C	rec.TRT.combined	Placebo Good	1.43877088098278	0.606505173677723	202	202	0.0202746391180608	0.224853489691075
Mesosutterella.multiformis	rec.TRT.combined	Placebo Bad	1.05409963675346	0.44490043545075	202	202	0.0204628572628915	0.224853489691075
Prevotella.oralis	VE303	VE303	0.186826902328937	0.0795754207233892	202	202	0.0202708407594913	0.224853489691075
Lactobacillus.pentosus	VE303	VE303	-0.20533998840729	0.0877483232061762	202	202	0.0208102070193692	0.227348504431259
Clostridium.cadaveris	VE303	VE303	0.212924314529258	0.091375384077994	202	202	0.0209646757288539	0.227719753606517
Citrobacter.freundii	VE303	VE303	-0.5115530110253	0.219888793932292	202	202	0.0214155085810452	0.231287492675288
Merdimonas.faecis	rec.TRT.combined	Placebo Bad	0.856818436246496	0.365083068538614	202	202	0.0216030210608813	0.231986987528782
Absiella.sp..HF20_ig1	VE303	VE303	0.362952977530961	0.156796220516577	202	202	0.0218689621682664	0.2322041488653
Clostridia.bacterium.UC5.1.1A9	Abx.group_joined	Vanco_Metro	-0.627282338292826	0.267295594091292	202	202	0.0217919368206386	0.2322041488653
Emergencia.timonensis	rec.TRT.combined	Placebo Good	0.583730401156176	0.250678990954748	202	202	0.0220276901300417	0.232582873440105
Bacteroides.stercoris	Abx.group_joined	Vanco_Metro	-0.621690345104329	0.267167146117789	202	202	0.022769246930471	0.234440712406624
Blautia.schinkii	rec.TRT.combined	Placebo Bad	0.646622822493535	0.279273642461202	202	202	0.0229479004207542	0.234440712406624
Clostridium.citroniae	rec.TRT.combined	Placebo Good	1.4494606867835	0.625363674441842	202	202	0.0228752541449618	0.234440712406624
Lachnoclostridium.sp..VE303.01	rec.TRT.combined	VE303 Dosed Good	0.795281860480877	0.342719903640418	202	202	0.0226748819711982	0.234440712406624
Ruminococcus.gnavus.CAG.126	Abx.group_joined	Vanco_Metro	-0.774496200926823	0.332750611897275	202	202	0.0226967990059944	0.234440712406624
Streptococcus.salivarius.CAG.79	VE303	VE303	0.126275393930932	0.0549668009652421	202	202	0.022824093299505	0.234440712406624
Roseburia.inulinivorans.CAG.15	VE303	VE303	0.212086704857524	0.0927053044522212	202	202	0.0234185477687195	0.237962662811182
Lachnospiraceae.bacterium.6_1_63FAA	Abx.group_joined	Vanco_Metro	-0.520809444992539	0.226080514996391	202	202	0.0241988399361907	0.244576510585029
Collinsella.intestinalis	rec.TRT.combined	Placebo Bad	0.956597582707028	0.416106071228614	202	202	0.024400191868712	0.245299801233328
Lactobacillus.fermentum	rec.TRT.combined	Placebo Bad	2.30681071439104	1.00832775174222	202	202	0.0249663148194874	0.249663148194874
Clostridium.perfringens	VE303	VE303	0.29046799538013	0.128602124455879	202	202	0.0251914692283973	0.250588825482479
Clostridiales.bacterium.52_15	rec.TRT.combined	Placebo Good	0.807106618066501	0.354574715080223	202	202	0.0255480080617941	0.251488204358286
Clostridium.clostridioforme.CAG.511	rec.TRT.combined	Placebo Bad	1.09309856664971	0.480416268017827	202	202	0.0254237451591631	0.251488204358286
Odoribacter.splanchnicus	Abx.group_joined	Vanco_Metro	-0.714368360504164	0.314717735227532	202	202	0.026202597849773	0.256595388269797
Veillonella.sp..oral.taxon.158	rec.TRT.combined	VE303 Dosed Good	-0.858465022977417	0.378673905042315	202	202	0.0265053775379371	0.258222492508769
Roseburia.inulinivorans	VE303	VE303	0.21791022381535	0.0974757198664804	202	202	0.0267454898171531	0.25922551668933
Sellimonas.intestinalis	VE303	VE303	0.260110356293758	0.116425324072851	202	202	0.0268887985183943	0.259284842855945
Lachnoclostridium.sp..VE303.01	rec.TRT.combined	Placebo Good	0.984750311022514	0.438477006097395	202	202	0.027091594959446	0.259914286666766
Firmicutes.bacterium.CAG.424	Abx.group_joined	Vanco_Metro	-0.516477060859823	0.229434534537232	202	202	0.0273887751324134	0.260548902172095
Kluyvera.cryocrescens	rec.TRT.combined	Placebo Bad	-1.63086771224102	0.724149637221116	202	202	0.02756443870463	0.260548902172095
Provencibacterium.massiliense	VE303	VE303	0.189153859852885	0.0850711584512871	202	202	0.0275713123991635	0.260548902172095
Blautia.massiliensis	Abx.group_joined	Vanco_Metro	-0.448380116420146	0.199978726680813	202	202	0.0279615818591938	0.262922336884957
Holdemania.sp..Marseille.P2844	VE303	VE303	0.105701268182617	0.0477303201888906	202	202	0.0281903488188157	0.26376118449288
Anaerotruncus.sp..VE303.02	Abx.group_joined	Vanco_Metro	0.832212038536151	0.378121257453281	202	202	0.0289100469524894	0.269162506109384
Intestinimonas.massiliensis	rec.TRT.combined	Placebo Good	0.583570851323117	0.265869332515433	202	202	0.0293415783853957	0.271841093864695
Lactobacillus.paracasei	rec.TRT.combined	VE303 Dosed Good	-1.04728951978828	0.472011950953137	202	202	0.0295221021425906	0.27217938072925
Blautia.massiliensis	rec.TRT.combined	VE303 Dosed Good	-0.512759091200283	0.232629057081544	202	202	0.0301921646670343	0.277005782624733
Bacteroides.caccae.CAG.21	rec.TRT.combined	VE303 Dosed Good	-0.265145309380231	0.117665853345444	202	202	0.0303505077170223	0.277113331329334
Fusobacterium.ulcerans	VE303	VE303	-0.113591609818835	0.0520409846919765	202	202	0.0308427388455352	0.280253732779142
Blautia.wexlerae	Abx.group_joined	Vanco_Metro	-0.491522858396661	0.22639247020304	202	202	0.0311244690646851	0.281460509723707
Klebsiella.michiganensis	rec.TRT.combined	Placebo Good	-2.78242868836866	1.2699126762871	202	202	0.0315427599224866	0.282539413523696
Veillonella.sp..HF34	rec.TRT.combined	Placebo Bad	1.78516589692128	0.815255418565247	202	202	0.0314133491484361	0.282539413523696
