feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Lactobacillales	rec.TRT.combined	Placebo Good	-1.72394973485811	0.905229517170915	202	202	0.0604102884493307	0.168793453020189
Micrococcales	rec.TRT.combined	Placebo Good	-1.16214505556506	0.607109527501068	202	202	0.0594500686309663	0.168793453020189
Pasteurellales	rec.TRT.combined	Placebo Good	1.17184513562367	0.631357509137038	202	202	0.0669192933546074	0.181638081962506
shannon_diversity	Abx.group_joined	Vanco_Metro	-0.222697926526291	0.12176996945703	202	202	0.0728744867743842	0.192307673432403
Actinomycetales	rec.TRT.combined	Placebo Bad	-1.35554944756198	0.768039416085747	202	202	0.0814929372106522	0.209238622567891
Bacteroidales	rec.TRT.combined	Placebo Bad	3.25940011327219	1.93466189083623	202	202	0.0960962231855412	0.222661980551864
Burkholderiales	rec.TRT.combined	VE303 Dosed Good	2.16305428893399	1.27593820915544	202	202	0.0942674706112037	0.222661980551864
Enterobacterales	Abx.group_joined	Vanco_Metro	1.17410543346813	0.687161371431807	202	202	0.0918481169955687	0.222661980551864
Fusobacteriales	rec.TRT.combined	Placebo Good	-2.07980384901912	1.22395932977489	202	202	0.0932474162330159	0.222661980551864
Micrococcales	rec.TRT.combined	VE303 Dosed Good	-0.769132598613584	0.479105162409256	202	202	0.112664071648508	0.248908995502517
Verrucomicrobiales	VE303	VE303	0.243974307769974	0.152688753236917	202	202	0.112192282239896	0.248908995502517
Acidaminococcales	Abx.group_joined	Vanco_Metro	1.29418921502932	0.827396088385022	202	202	0.122197650076532	0.263835835392512
Erysipelotrichales	rec.TRT.combined	VE303 Dosed Good	0.996200886884705	0.664525215464735	202	202	0.137706444183748	0.290713604387912
Actinomycetales	rec.TRT.combined	VE303 Dosed Good	-0.80964343525422	0.55637837847103	202	202	0.149656214428979	0.299969939836739
Enterobacterales	rec.TRT.combined	VE303 Dosed Good	-1.14390968321008	0.787528475498179	202	202	0.150196322832549	0.299969939836739
Enterobacterales	rec.TRT.combined	Placebo Good	-1.44490818937008	0.998195644508788	202	202	0.151563759075405	0.299969939836739
Acidaminococcales	rec.TRT.combined	Placebo Good	1.59400215567283	1.17018501385994	202	202	0.177199508145521	0.331318351715475
Bacteroidales	rec.TRT.combined	Placebo Good	2.41558388422108	1.77632337811996	202	202	0.177865641447255	0.331318351715475
shannon_diversity	rec.TRT.combined	VE303 Dosed Good	0.191191134563744	0.138081697201375	202	202	0.171156564757814	0.331318351715475
Pasteurellales	rec.TRT.combined	Placebo Bad	0.91586497913348	0.688365973760684	202	202	0.18690200379685	0.341455583859631
Veillonellales	rec.TRT.combined	VE303 Dosed Good	-0.976041788407199	0.804871364159537	202	202	0.228969472593331	0.410416979176726
Fusobacteriales	rec.TRT.combined	VE303 Dosed Good	-1.13422941831739	0.965508390646156	202	202	0.24369251497633	0.428718313384285
Coriobacteriales	rec.TRT.combined	Placebo Bad	0.691398789959044	0.637612019918899	202	202	0.281612935282644	0.486422342760931
shannon_diversity	rec.TRT.combined	Placebo Bad	0.203793266110879	0.190603021786984	202	202	0.289119784231478	0.490471062535544
shannon_diversity	rec.TRT.combined	Placebo Good	0.18044590385257	0.174972771582573	202	202	0.306437929287499	0.510729882145832
Synergistales	rec.TRT.combined	VE303 Dosed Good	0.565305464246013	0.555063923935563	202	202	0.311883425037289	0.510843541009352
Desulfovibrionales	rec.TRT.combined	VE303 Dosed Good	1.09316736891282	1.10713017917454	202	202	0.326722993559372	0.526079396409157
Bifidobacteriales	rec.TRT.combined	VE303 Dosed Good	0.849816884038608	0.90161845151045	202	202	0.3486789792209	0.552075050433091
Micrococcales	Abx.group_joined	Vanco_Metro	-0.390739691093108	0.422893555045151	202	202	0.358833775461817	0.558839486374961
Bifidobacteriales	Abx.group_joined	Vanco_Metro	-0.696623739918372	0.779621820985952	202	202	0.374586949933405	0.564853337201167
Veillonellales	rec.TRT.combined	Placebo Good	-0.913330741267755	1.01991183394931	202	202	0.373316915187092	0.564853337201167
Synergistales	Abx.group_joined	Vanco_Metro	0.425323724477348	0.50542033300072	202	202	0.402854134293641	0.597986605592123
Pasteurellales	rec.TRT.combined	VE303 Dosed Good	0.410309820114607	0.497857626811185	202	202	0.412198611700765	0.602444124793425
Micrococcales	rec.TRT.combined	Placebo Bad	-0.534847014806201	0.661310529772695	202	202	0.421221221298441	0.60630327308109
Bacteroidales	rec.TRT.combined	VE303 Dosed Good	1.11013087851369	1.40175679919761	202	202	0.430832080277063	0.610881307855537
Veillonellales	rec.TRT.combined	Placebo Bad	-0.84933226392678	1.11096750254496	202	202	0.446899199960642	0.624344470533249
Acidaminococcales	VE303	VE303	0.0867757444628186	0.126385535030595	202	202	0.493546223472739	0.679520162752321
Acidaminococcales	rec.TRT.combined	VE303 Dosed Good	0.602855307216724	0.922851411333292	202	202	0.51557306736427	0.699706305708653
Bifidobacteriales	rec.TRT.combined	Placebo Bad	0.751687061868382	1.24702822156842	202	202	0.548277556008429	0.722239068137398
Lactobacillales	rec.TRT.combined	VE303 Dosed Good	-0.435398351728775	0.714220465236584	202	202	0.543837815958275	0.722239068137398
Synergistales	VE303	VE303	-0.00792951631456954	0.0133962984550377	202	202	0.55498370498979	0.722239068137398
Desulfovibrionales	rec.TRT.combined	Placebo Good	0.732407372700712	1.40508418933619	202	202	0.603775698809973	0.775117451174966
Lactobacillales	rec.TRT.combined	Placebo Bad	-0.489801937141927	0.986581027691627	202	202	0.620905494973085	0.786480293632575
Bifidobacteriales	rec.TRT.combined	Placebo Good	0.519279732175027	1.14363552094228	202	202	0.650964748911315	0.792841681366345
Coriobacteriales	rec.TRT.combined	VE303 Dosed Good	-0.211140147315658	0.46204207849361	202	202	0.648985907862116	0.792841681366345
Coriobacteriales	VE303	VE303	0.0324144822887847	0.0693029134964059	202	202	0.640747862690968	0.792841681366345
Burkholderiales	VE303	VE303	0.0414788289520797	0.113546667659656	202	202	0.715494114099242	0.860404314423139
Campylobacterales	Abx.group_joined	Vanco_Metro	-0.193162484863605	0.670719028458157	202	202	0.774197313026866	0.886129454669304
Campylobacterales	VE303	VE303	-0.0389458635861236	0.122295472140913	202	202	0.750634794288579	0.886129454669304
Verrucomicrobiales	Abx.group_joined	Vanco_Metro	-0.166644812650014	0.533826684980434	202	202	0.755807122340297	0.886129454669304
Verrucomicrobiales	rec.TRT.combined	Placebo Good	0.224889933572783	0.778851685270246	202	202	0.773488744068457	0.886129454669304
Actinomycetales	Abx.group_joined	Vanco_Metro	-0.126353006215548	0.490229970077137	202	202	0.797367956969106	0.901785189429346
Acidaminococcales	rec.TRT.combined	Placebo Bad	0.274119499045716	1.27357667739865	202	202	0.83016300990867	0.922507458105696
Burkholderiales	Abx.group_joined	Vanco_Metro	-0.24116285423564	1.15437675754978	202	202	0.835112014706209	0.922507458105696
Desulfovibrionales	rec.TRT.combined	Placebo Bad	-0.240646059718947	1.52842346976927	202	202	0.875328890905016	0.946371109878685
Verrucomicrobiales	rec.TRT.combined	VE303 Dosed Good	-0.0956555196274961	0.614311769005857	202	202	0.876638501782361	0.946371109878685
Desulfovibrionales	Abx.group_joined	Vanco_Metro	0.138234038061702	1.00202375924394	202	202	0.890666789232042	0.950711741315101
Burkholderiales	rec.TRT.combined	Placebo Good	0.124991822436742	1.61925653792792	202	202	0.938682539376261	0.981873907952394
Coriobacteriales	rec.TRT.combined	Placebo Good	-0.0330709771933153	0.585751921568003	202	202	0.955123921529301	0.981873907952394
Synergistales	rec.TRT.combined	Placebo Good	0.0521705587861301	0.704956864650679	202	202	0.941212014681463	0.981873907952394
Synergistales	rec.TRT.combined	Placebo Bad	0.0274460948523749	0.766575039714818	202	202	0.971538393131843	0.981873907952394
Verrucomicrobiales	rec.TRT.combined	Placebo Bad	0.0379406543735951	0.849063028123631	202	202	0.964463671531823	0.981873907952394
Pasteurellales	Abx.group_joined	Vanco_Metro	0.00751071977397346	0.431422174826832	202	202	0.98615783253514	0.98615783253514
